# m1,m0,ms,tau,m2,lambdauv,chxx10,ychi20,ychi21,sina,xsec_pb,eff,efferror
1.419e+02,9.195e+01,3.000e+02,4.002e-08,1.489e+02,3.992e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,4.800e+03,1.001e-03,1.476e-04
3.292e+02,2.292e+02,1.000e+03,2.676e-08,3.362e+02,3.189e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,6.787e+01,2.272e-04,6.071e-05
3.292e+02,2.292e+02,1.000e+03,4.014e-08,3.362e+02,3.905e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,6.800e+01,2.104e-04,5.836e-05
3.292e+02,2.292e+02,1.000e+03,5.352e-08,3.362e+02,4.509e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,6.752e+01,1.305e-04,4.616e-05
3.292e+02,2.292e+02,1.000e+03,6.691e-08,3.362e+02,5.042e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,6.780e+01,1.621e-04,5.127e-05
9.915e+02,9.415e+02,2.000e+03,3.335e-09,9.985e+02,1.503e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.537e-02,0.000e+00,0.000e+00
9.915e+02,9.415e+02,2.000e+03,6.669e-09,9.985e+02,2.125e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.548e-02,2.795e-05,1.976e-05
9.915e+02,9.415e+02,2.000e+03,1.334e-08,9.985e+02,3.006e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.540e-02,2.811e-04,6.286e-05
9.915e+02,9.415e+02,2.000e+03,2.668e-08,9.985e+02,4.251e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.542e-02,7.159e-04,1.003e-04
9.915e+02,9.415e+02,2.000e+03,4.001e-08,9.985e+02,5.206e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.539e-02,6.038e-04,9.209e-05
9.915e+02,9.415e+02,2.000e+03,5.335e-08,9.985e+02,6.012e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.542e-02,7.153e-04,1.002e-04
1.419e+02,9.195e+01,3.000e+02,5.335e-08,1.489e+02,4.609e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,4.796e+03,9.365e-04,1.428e-04
9.915e+02,9.415e+02,2.000e+03,6.669e-08,9.985e+02,6.721e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.542e-02,5.898e-04,9.101e-05
9.915e+02,8.915e+02,2.000e+03,3.335e-09,9.985e+02,1.351e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.506e-02,0.000e+00,0.000e+00
9.915e+02,8.915e+02,2.000e+03,6.670e-09,9.985e+02,1.911e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.507e-02,1.122e-04,3.966e-05
9.915e+02,8.915e+02,2.000e+03,1.334e-08,9.985e+02,2.703e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.508e-02,9.800e-04,1.171e-04
9.915e+02,8.915e+02,2.000e+03,2.668e-08,9.985e+02,3.822e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.502e-02,1.561e-03,1.481e-04
9.915e+02,8.915e+02,2.000e+03,4.002e-08,9.985e+02,4.681e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.508e-02,2.093e-03,1.714e-04
9.915e+02,8.915e+02,2.000e+03,5.336e-08,9.985e+02,5.405e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.501e-02,1.771e-03,1.578e-04
9.915e+02,8.915e+02,2.000e+03,6.670e-08,9.985e+02,6.043e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.507e-02,1.514e-03,1.457e-04
9.650e+02,9.150e+02,2.000e+03,3.335e-09,9.720e+02,1.506e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.369e-02,0.000e+00,0.000e+00
9.650e+02,9.150e+02,2.000e+03,6.669e-09,9.720e+02,2.130e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.370e-02,5.588e-05,2.794e-05
1.419e+02,9.195e+01,3.000e+02,6.670e-08,1.489e+02,5.153e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,4.781e+03,8.742e-04,1.382e-04
9.650e+02,9.150e+02,2.000e+03,1.334e-08,9.720e+02,3.013e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.368e-02,2.377e-04,5.765e-05
9.650e+02,9.150e+02,2.000e+03,2.668e-08,9.720e+02,4.261e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.365e-02,4.764e-04,8.170e-05
9.650e+02,9.150e+02,2.000e+03,4.001e-08,9.720e+02,5.219e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.362e-02,6.304e-04,9.397e-05
9.650e+02,9.150e+02,2.000e+03,5.335e-08,9.720e+02,6.026e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.375e-02,5.436e-04,8.704e-05
9.650e+02,9.150e+02,2.000e+03,6.669e-08,9.720e+02,6.737e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.361e-02,6.309e-04,9.405e-05
9.650e+02,8.650e+02,2.000e+03,3.335e-09,9.720e+02,1.348e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.311e-02,1.402e-05,1.402e-05
9.650e+02,8.650e+02,2.000e+03,6.670e-09,9.720e+02,1.907e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.319e-02,1.120e-04,3.959e-05
9.650e+02,8.650e+02,2.000e+03,1.334e-08,9.720e+02,2.697e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.315e-02,6.724e-04,9.705e-05
9.650e+02,8.650e+02,2.000e+03,2.668e-08,9.720e+02,3.814e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.319e-02,2.014e-03,1.678e-04
9.650e+02,8.650e+02,2.000e+03,4.002e-08,9.720e+02,4.671e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.313e-02,2.033e-03,1.689e-04
1.273e+02,7.726e+01,3.000e+02,3.335e-09,1.343e+02,1.101e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,9.158e+03,0.000e+00,0.000e+00
9.650e+02,8.650e+02,2.000e+03,5.336e-08,9.720e+02,5.393e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.326e-02,1.761e-03,1.568e-04
9.650e+02,8.650e+02,2.000e+03,6.670e-08,9.720e+02,6.030e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.314e-02,1.862e-03,1.614e-04
8.634e+02,8.134e+02,2.000e+03,3.335e-09,8.704e+02,1.491e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,7.901e-02,0.000e+00,0.000e+00
8.634e+02,8.134e+02,2.000e+03,6.669e-09,8.704e+02,2.109e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,7.872e-02,1.397e-05,1.397e-05
8.634e+02,8.134e+02,2.000e+03,1.334e-08,8.704e+02,2.982e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,7.894e-02,6.965e-05,3.115e-05
8.634e+02,8.134e+02,2.000e+03,2.668e-08,8.704e+02,4.218e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,7.911e-02,2.224e-04,5.561e-05
8.634e+02,8.134e+02,2.000e+03,4.001e-08,8.704e+02,5.166e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,7.878e-02,2.094e-04,5.408e-05
8.634e+02,8.134e+02,2.000e+03,5.335e-08,8.704e+02,5.965e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,7.913e-02,2.225e-04,5.564e-05
8.634e+02,8.134e+02,2.000e+03,6.669e-08,8.704e+02,6.669e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,7.906e-02,1.393e-04,4.404e-05
8.634e+02,7.634e+02,2.000e+03,3.335e-09,8.704e+02,1.336e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,7.717e-02,0.000e+00,0.000e+00
1.273e+02,7.726e+01,3.000e+02,6.670e-09,1.343e+02,1.558e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,9.117e+03,0.000e+00,0.000e+00
8.634e+02,7.634e+02,2.000e+03,6.670e-09,8.704e+02,1.890e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,7.733e-02,8.329e-05,3.400e-05
8.634e+02,7.634e+02,2.000e+03,1.334e-08,8.704e+02,2.672e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,7.704e-02,4.178e-04,7.627e-05
8.634e+02,7.634e+02,2.000e+03,2.668e-08,8.704e+02,3.779e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,7.712e-02,8.054e-04,1.058e-04
8.634e+02,7.634e+02,2.000e+03,4.002e-08,8.704e+02,4.628e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,7.705e-02,5.569e-04,8.805e-05
8.634e+02,7.634e+02,2.000e+03,5.336e-08,8.704e+02,5.344e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,7.702e-02,6.263e-04,9.337e-05
8.634e+02,7.634e+02,2.000e+03,6.670e-08,8.704e+02,5.975e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,7.715e-02,6.805e-04,9.722e-05
6.599e+02,6.099e+02,2.000e+03,3.334e-09,6.669e+02,1.472e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.174e-01,0.000e+00,0.000e+00
6.599e+02,6.099e+02,2.000e+03,6.669e-09,6.669e+02,2.082e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.171e-01,0.000e+00,0.000e+00
6.599e+02,6.099e+02,2.000e+03,1.334e-08,6.669e+02,2.944e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.177e-01,1.378e-05,1.378e-05
6.599e+02,6.099e+02,2.000e+03,2.668e-08,6.669e+02,4.163e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.166e-01,2.774e-05,1.962e-05
1.273e+02,7.726e+01,3.000e+02,1.334e-08,1.343e+02,2.203e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,9.143e+03,1.309e-04,5.345e-05
6.599e+02,6.099e+02,2.000e+03,4.002e-08,6.669e+02,5.099e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.164e-01,1.386e-05,1.386e-05
6.599e+02,6.099e+02,2.000e+03,5.336e-08,6.669e+02,5.888e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.169e-01,2.766e-05,1.956e-05
6.599e+02,6.099e+02,2.000e+03,6.669e-08,6.669e+02,6.583e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.171e-01,1.383e-05,1.383e-05
6.599e+02,5.599e+02,2.000e+03,3.335e-09,6.669e+02,1.298e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.130e-01,0.000e+00,0.000e+00
6.599e+02,5.599e+02,2.000e+03,6.670e-09,6.669e+02,1.835e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.128e-01,1.385e-05,1.385e-05
6.599e+02,5.599e+02,2.000e+03,1.334e-08,6.669e+02,2.595e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.127e-01,6.924e-05,3.096e-05
6.599e+02,5.599e+02,2.000e+03,2.668e-08,6.669e+02,3.670e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.130e-01,8.297e-05,3.387e-05
6.599e+02,5.599e+02,2.000e+03,4.002e-08,6.669e+02,4.495e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.129e-01,1.660e-04,4.792e-05
6.599e+02,5.599e+02,2.000e+03,5.336e-08,6.669e+02,5.190e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.123e-01,1.386e-04,4.382e-05
6.599e+02,5.599e+02,2.000e+03,6.670e-08,6.669e+02,5.803e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.128e-01,9.680e-05,3.659e-05
1.273e+02,7.726e+01,3.000e+02,2.668e-08,1.343e+02,3.115e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,9.109e+03,1.532e-04,5.790e-05
1.273e+02,7.726e+01,3.000e+02,4.002e-08,1.343e+02,3.815e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,9.203e+03,8.681e-05,4.340e-05
1.273e+02,7.726e+01,3.000e+02,5.336e-08,1.343e+02,4.405e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,9.142e+03,3.052e-04,8.156e-05
1.273e+02,7.726e+01,3.000e+02,6.670e-08,1.343e+02,4.925e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,9.152e+03,1.307e-04,5.336e-05
2.453e+02,1.953e+02,5.000e+02,3.335e-09,2.523e+02,1.325e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.523e+02,0.000e+00,0.000e+00
2.453e+02,1.953e+02,5.000e+02,6.670e-09,2.523e+02,1.874e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.510e+02,0.000e+00,0.000e+00
2.453e+02,1.953e+02,5.000e+02,1.334e-08,2.523e+02,2.650e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.523e+02,3.700e-04,8.488e-05
2.453e+02,1.953e+02,5.000e+02,2.668e-08,2.523e+02,3.747e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.520e+02,8.782e-04,1.309e-04
2.453e+02,1.953e+02,5.000e+02,4.002e-08,2.523e+02,4.590e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.514e+02,1.213e-03,1.541e-04
2.453e+02,1.953e+02,5.000e+02,5.335e-08,2.523e+02,5.300e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.516e+02,7.626e-04,1.221e-04
2.453e+02,1.953e+02,5.000e+02,6.669e-08,2.523e+02,5.925e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.517e+02,6.831e-04,1.155e-04
2.453e+02,1.453e+02,5.000e+02,3.336e-09,2.523e+02,1.011e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.407e+02,0.000e+00,0.000e+00
2.453e+02,1.453e+02,5.000e+02,6.671e-09,2.523e+02,1.430e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.406e+02,1.173e-04,4.790e-05
2.453e+02,1.453e+02,5.000e+02,1.334e-08,2.523e+02,2.023e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.414e+02,1.385e-03,1.644e-04
2.453e+02,1.453e+02,5.000e+02,2.668e-08,2.523e+02,2.861e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.408e+02,3.430e-03,2.593e-04
2.453e+02,1.453e+02,5.000e+02,4.003e-08,2.523e+02,3.504e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.405e+02,3.461e-03,2.601e-04
2.453e+02,1.453e+02,5.000e+02,5.336e-08,2.523e+02,4.046e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.415e+02,3.336e-03,2.551e-04
2.453e+02,1.453e+02,5.000e+02,6.671e-08,2.523e+02,4.523e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.409e+02,3.212e-03,2.508e-04
2.388e+02,1.888e+02,5.000e+02,3.335e-09,2.458e+02,1.318e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,9.420e+02,0.000e+00,0.000e+00
2.388e+02,1.888e+02,5.000e+02,6.669e-09,2.458e+02,1.863e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,9.381e+02,5.804e-05,3.351e-05
2.388e+02,1.888e+02,5.000e+02,1.334e-08,2.458e+02,2.635e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,9.396e+02,9.070e-04,1.323e-04
2.388e+02,1.888e+02,5.000e+02,2.668e-08,2.458e+02,3.727e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,9.433e+02,1.076e-03,1.438e-04
2.388e+02,1.888e+02,5.000e+02,4.002e-08,2.458e+02,4.564e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,9.436e+02,1.115e-03,1.464e-04
2.388e+02,1.888e+02,5.000e+02,5.335e-08,2.458e+02,5.270e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,9.462e+02,1.226e-03,1.533e-04
2.388e+02,1.888e+02,5.000e+02,6.669e-08,2.458e+02,5.892e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,9.448e+02,9.392e-04,1.342e-04
2.388e+02,1.388e+02,5.000e+02,3.335e-09,2.458e+02,1.001e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,8.967e+02,0.000e+00,0.000e+00
2.388e+02,1.388e+02,5.000e+02,6.670e-09,2.458e+02,1.416e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,8.915e+02,4.624e-04,9.439e-05
2.388e+02,1.388e+02,5.000e+02,1.334e-08,2.458e+02,2.003e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,8.913e+02,2.780e-03,2.317e-04
2.388e+02,1.388e+02,5.000e+02,2.668e-08,2.458e+02,2.832e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,8.974e+02,4.854e-03,3.052e-04
2.388e+02,1.388e+02,5.000e+02,4.002e-08,2.458e+02,3.468e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,8.924e+02,5.396e-03,3.225e-04
2.388e+02,1.388e+02,5.000e+02,5.336e-08,2.458e+02,4.005e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,8.946e+02,4.797e-03,3.040e-04
2.388e+02,1.388e+02,5.000e+02,6.671e-08,2.458e+02,4.478e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,8.896e+02,4.910e-03,3.081e-04
2.139e+02,1.639e+02,5.000e+02,3.334e-09,2.209e+02,1.290e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,3.010e+03,0.000e+00,0.000e+00
2.139e+02,1.639e+02,5.000e+02,6.670e-09,2.209e+02,1.824e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,3.000e+03,1.920e-05,1.920e-05
2.139e+02,1.639e+02,5.000e+02,1.334e-08,2.209e+02,2.580e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,3.004e+03,9.602e-05,4.294e-05
2.139e+02,1.639e+02,5.000e+02,2.668e-08,2.209e+02,3.648e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,3.006e+03,1.729e-04,5.762e-05
2.139e+02,1.639e+02,5.000e+02,4.002e-08,2.209e+02,4.468e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,3.028e+03,2.286e-04,6.599e-05
2.139e+02,1.639e+02,5.000e+02,5.335e-08,2.209e+02,5.159e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,3.012e+03,1.532e-04,5.417e-05
2.139e+02,1.639e+02,5.000e+02,6.669e-08,2.209e+02,5.768e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,3.014e+03,1.149e-04,4.690e-05
2.139e+02,1.139e+02,5.000e+02,3.335e-09,2.209e+02,9.431e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.875e+03,0.000e+00,0.000e+00
2.139e+02,1.139e+02,5.000e+02,6.671e-09,2.209e+02,1.334e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.887e+03,5.738e-05,3.313e-05
2.139e+02,1.139e+02,5.000e+02,1.334e-08,2.209e+02,1.886e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.883e+03,5.366e-04,1.014e-04
2.139e+02,1.139e+02,5.000e+02,2.668e-08,2.209e+02,2.667e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.894e+03,1.203e-03,1.515e-04
2.139e+02,1.139e+02,5.000e+02,4.002e-08,2.209e+02,3.267e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.880e+03,1.074e-03,1.435e-04
2.139e+02,1.139e+02,5.000e+02,5.337e-08,2.209e+02,3.772e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.883e+03,7.464e-04,1.195e-04
